"id","name","keyword"
6,"Tweede Kamer Gerelateerd","besloten"
6,"Tweede Kamer Gerelateerd","christenunie"
6,"Tweede Kamer Gerelateerd","constateer"
6,"Tweede Kamer Gerelateerd","constaterende"
6,"Tweede Kamer Gerelateerd","daartoe"
6,"Tweede Kamer Gerelateerd","denk"
6,"Tweede Kamer Gerelateerd","ertegen"
6,"Tweede Kamer Gerelateerd","eustatius"
6,"Tweede Kamer Gerelateerd","fractie"
6,"Tweede Kamer Gerelateerd","fracties"
6,"Tweede Kamer Gerelateerd","fvd"
6,"Tweede Kamer Gerelateerd","geacht"
6,"Tweede Kamer Gerelateerd","gestemd"
6,"Tweede Kamer Gerelateerd","gewijzigde"
6,"Tweede Kamer Gerelateerd","groenlinks"
6,"Tweede Kamer Gerelateerd","haag"
6,"Tweede Kamer Gerelateerd","houden"
6,"Tweede Kamer Gerelateerd","ik"
6,"Tweede Kamer Gerelateerd","jongeren"
6,"Tweede Kamer Gerelateerd","jongerenplatform"
6,"Tweede Kamer Gerelateerd","leden"
6,"Tweede Kamer Gerelateerd","meenen"
6,"Tweede Kamer Gerelateerd","mijnbouwschade"
6,"Tweede Kamer Gerelateerd","motie"
6,"Tweede Kamer Gerelateerd","moties"
6,"Tweede Kamer Gerelateerd","nader"
6,"Tweede Kamer Gerelateerd","nr"
6,"Tweede Kamer Gerelateerd","nrs"
6,"Tweede Kamer Gerelateerd","ondertekend"
6,"Tweede Kamer Gerelateerd","ontmanteld"
6,"Tweede Kamer Gerelateerd","op"
6,"Tweede Kamer Gerelateerd","overgenomen"
6,"Tweede Kamer Gerelateerd","overige"
6,"Tweede Kamer Gerelateerd","positie"
6,"Tweede Kamer Gerelateerd","pvda"
6,"Tweede Kamer Gerelateerd","pvdd"
6,"Tweede Kamer Gerelateerd","pvv"
6,"Tweede Kamer Gerelateerd","raemakers"
6,"Tweede Kamer Gerelateerd","rijksbeleid"
6,"Tweede Kamer Gerelateerd","schadeprotocol"
6,"Tweede Kamer Gerelateerd","ser"
6,"Tweede Kamer Gerelateerd","sgp"
6,"Tweede Kamer Gerelateerd","sint"
6,"Tweede Kamer Gerelateerd","sneller"
6,"Tweede Kamer Gerelateerd","sp"
6,"Tweede Kamer Gerelateerd","spoedprocedure"
6,"Tweede Kamer Gerelateerd","stel"
6,"Tweede Kamer Gerelateerd","stemmen"
6,"Tweede Kamer Gerelateerd","stemmingen"
6,"Tweede Kamer Gerelateerd","stemverklaring"
6,"Tweede Kamer Gerelateerd","taakverwaarlozing"
6,"Tweede Kamer Gerelateerd","teruggegaan"
6,"Tweede Kamer Gerelateerd","verwerping"
6,"Tweede Kamer Gerelateerd","verworpen"
6,"Tweede Kamer Gerelateerd","verzoek"
6,"Tweede Kamer Gerelateerd","voorkomende"
6,"Tweede Kamer Gerelateerd","vso"
6,"Tweede Kamer Gerelateerd","vvd"
6,"Tweede Kamer Gerelateerd","wassenberg"
6,"Tweede Kamer Gerelateerd","wenst"
6,"Tweede Kamer Gerelateerd","wetsvoorstel"
6,"Tweede Kamer Gerelateerd","xv"
6,"Tweede Kamer Gerelateerd","zdil"
6,"Tweede Kamer Gerelateerd","zekerheid"
6,"Tweede Kamer Gerelateerd","zodat"
7,"Zorg","belangrijkste"
7,"Zorg","beleidsplan"
7,"Zorg","beperking"
7,"Zorg","bestrijden"
7,"Zorg","bij"
7,"Zorg","domein"
7,"Zorg","doping"
7,"Zorg","fusie"
7,"Zorg","gemeenten"
7,"Zorg","gemeenteraadsverkiezingen"
7,"Zorg","geneesmiddel"
7,"Zorg","gezondheidszorg"
7,"Zorg","gigagaaf"
7,"Zorg","het"
7,"Zorg","hijink"
7,"Zorg","ijkpunt"
7,"Zorg","ik"
7,"Zorg","inspectie"
7,"Zorg","inspecties"
7,"Zorg","jeugdzorg"
7,"Zorg","kanker"
7,"Zorg","kinderen"
7,"Zorg","levensreddend"
7,"Zorg","mensen"
7,"Zorg","minister"
7,"Zorg","moeten"
7,"Zorg","mondzorg"
7,"Zorg","opliepen"
7,"Zorg","orkambi"
7,"Zorg","pharos"
7,"Zorg","projecten"
7,"Zorg","rijksoverheid"
7,"Zorg","sluis"
7,"Zorg","sociaal"
7,"Zorg","spectaculaire"
7,"Zorg","spel"
7,"Zorg","sport"
7,"Zorg","systemen"
7,"Zorg","taaislijmziekte"
7,"Zorg","tandarts"
7,"Zorg","vaak"
7,"Zorg","vals"
7,"Zorg","verdrag"
7,"Zorg","vn"
7,"Zorg","we"
7,"Zorg","wetsvoorstel"
7,"Zorg","zorg"
7,"Zorg","zorginstituut"
7,"Zorg","zorgverzekeraars"
8,"Recht","aalst"
8,"Recht","aangifte"
8,"Recht","advocaten"
8,"Recht","advocatuur"
8,"Recht","ambtenaren"
8,"Recht","amendementen"
8,"Recht","begroting"
8,"Recht","belediging"
8,"Recht","benoemingswijze"
8,"Recht","burgemeester"
8,"Recht","burgemeesters"
8,"Recht","commissaris"
8,"Recht","dienaars"
8,"Recht","disciplinaire"
8,"Recht","dna"
8,"Recht","gedetineerden"
8,"Recht","gekozen"
8,"Recht","gemeenten"
8,"Recht","grondwet"
8,"Recht","hechtenis"
8,"Recht","hij"
8,"Recht","iedere"
8,"Recht","ik"
8,"Recht","jetten"
8,"Recht","jeugdbescherming"
8,"Recht","koning"
8,"Recht","koningin"
8,"Recht","lezing"
8,"Recht","maatregel"
8,"Recht","macht"
8,"Recht","martels"
8,"Recht","materiaal"
8,"Recht","meer"
8,"Recht","minister"
8,"Recht","motie"
8,"Recht","nispen"
8,"Recht","ongekozen"
8,"Recht","penitentiaire"
8,"Recht","pleidooien"
8,"Recht","raad"
8,"Recht","rapport"
8,"Recht","rechter"
8,"Recht","rechterlijke"
8,"Recht","rechtsbescherming"
8,"Recht","rechtsbijstand"
8,"Recht","rechtshulp"
8,"Recht","rechtspraak"
8,"Recht","rechtsspraak"
8,"Recht","rijbaan"
8,"Recht","scheiding"
8,"Recht","snorfiets"
8,"Recht","stelsel"
8,"Recht","steur"
8,"Recht","strafrechtelijke"
8,"Recht","strafrechtstoepassing"
8,"Recht","stuk"
8,"Recht","tekortschieten"
8,"Recht","termijn"
8,"Recht","terreurverdachten"
8,"Recht","terrorisme"
8,"Recht","terroristische"
8,"Recht","van"
8,"Recht","verbod"
8,"Recht","vergoeding"
8,"Recht","verhoeven"
8,"Recht","verkeersveiligheid"
8,"Recht","von"
8,"Recht","voorlopige"
8,"Recht","voorstel"
8,"Recht","vvd"
8,"Recht","we"
8,"Recht","wetsvoorstel"
8,"Recht","zorgelijk"
9,"Klimaat","aandelen"
9,"Klimaat","aanpak"
9,"Klimaat","aarde"
9,"Klimaat","actieprogramma"
9,"Klimaat","beetje"
9,"Klimaat","belangenverstrengeling"
9,"Klimaat","belasten"
9,"Klimaat","beving"
9,"Klimaat","beweging"
9,"Klimaat","bijenstrategie"
9,"Klimaat","binnenvaart"
9,"Klimaat","biodiversiteit"
9,"Klimaat","boeren"
9,"Klimaat","dank"
9,"Klimaat","de"
9,"Klimaat","dieren"
9,"Klimaat","drie"
9,"Klimaat","eneco"
9,"Klimaat","energie"
9,"Klimaat","exxon"
9,"Klimaat","fruitmachine"
9,"Klimaat","futselaar"
9,"Klimaat","gas"
9,"Klimaat","gaswinning"
9,"Klimaat","gezond"
9,"Klimaat","green"
9,"Klimaat","grondwater"
9,"Klimaat","groningen"
9,"Klimaat","groningers"
9,"Klimaat","groot"
9,"Klimaat","heer"
9,"Klimaat","hoorden"
9,"Klimaat","ik"
9,"Klimaat","innovatie"
9,"Klimaat","insectenpopulatie"
9,"Klimaat","intensieve"
9,"Klimaat","jetten"
9,"Klimaat","kansrijke"
9,"Klimaat","kijkers"
9,"Klimaat","klimaat"
9,"Klimaat","landbouw"
9,"Klimaat","luchthaven"
9,"Klimaat","luchtvaart"
9,"Klimaat","mensen"
9,"Klimaat","minister"
9,"Klimaat","minuten"
9,"Klimaat","motie"
9,"Klimaat","moties"
9,"Klimaat","natuur"
9,"Klimaat","natuurinclusieve"
9,"Klimaat","onderzoekers"
9,"Klimaat","oplossingen"
9,"Klimaat","ouwehand"
9,"Klimaat","pijp"
9,"Klimaat","president"
9,"Klimaat","projecten"
9,"Klimaat","schades"
9,"Klimaat","scheepvaart"
9,"Klimaat","schiphol"
9,"Klimaat","sde"
9,"Klimaat","shell"
9,"Klimaat","spreek"
9,"Klimaat","strikt"
9,"Klimaat","subsidie"
9,"Klimaat","verkoop"
9,"Klimaat","verladers"
9,"Klimaat","we"
9,"Klimaat","wel"
9,"Klimaat","zon"
9,"Klimaat","zwaarder"
10,"Europa","aandeelhouder"
10,"Europa","abp"
10,"Europa","afweging"
10,"Europa","beckerman"
10,"Europa","chauffeurs"
10,"Europa","drachme"
10,"Europa","duitsland"
10,"Europa","economie"
10,"Europa","engie"
10,"Europa","euro"
10,"Europa","in"
10,"Europa","kerncentrales"
10,"Europa","kernwapens"
10,"Europa","maandenlang"
10,"Europa","mihai"
10,"Europa","miljard"
10,"Europa","munt"
10,"Europa","nooit"
10,"Europa","oost"
10,"Europa","rente"
10,"Europa","roemeense"
10,"Europa","schultz"
10,"Europa","signaal"
10,"Europa","sociale"
10,"Europa","toekomst"
10,"Europa","vrachtwagenchauffeurs"
10,"Europa","wassenberg"
10,"Europa","we"
10,"Europa","weekend"
10,"Europa","zagen"
12,"Bedrijven","aandeelhouders"
12,"Bedrijven","aandelen"
12,"Bedrijven","aangegeven"
12,"Bedrijven","aarde"
12,"Bedrijven","acm"
12,"Bedrijven","analyse"
12,"Bedrijven","bedrijf"
12,"Bedrijven","bedrijven"
12,"Bedrijven","belasten"
12,"Bedrijven","bestuurders"
12,"Bedrijven","bevoegdheden"
12,"Bedrijven","bezorgde"
12,"Bedrijven","dank"
12,"Bedrijven","dat"
12,"Bedrijven","dividendbelasting"
12,"Bedrijven","drie"
12,"Bedrijven","eneco"
12,"Bedrijven","europese"
12,"Bedrijven","gesprek"
12,"Bedrijven","horeca"
12,"Bedrijven","ik"
12,"Bedrijven","kijkers"
12,"Bedrijven","machtspositie"
12,"Bedrijven","mededingingswet"
12,"Bedrijven","motie"
12,"Bedrijven","ondernemingsraad"
12,"Bedrijven","ondernemingsraden"
12,"Bedrijven","paternotte"
12,"Bedrijven","raad"
12,"Bedrijven","spreek"
12,"Bedrijven","staatssecretaris"
12,"Bedrijven","strikt"
12,"Bedrijven","verkoop"
12,"Bedrijven","waarin"
12,"Bedrijven","wel"
12,"Bedrijven","wensenlijstje"
12,"Bedrijven","werknemers"
12,"Bedrijven","willen"
12,"Bedrijven","zwaarder"
13,"Werk","60"
13,"Werk","aandeelhouders"
13,"Werk","bedrijf"
13,"Werk","bedrijven"
13,"Werk","bestuurders"
13,"Werk","chauffeurs"
13,"Werk","dat"
13,"Werk","dividendbelasting"
13,"Werk","doorwerken"
13,"Werk","gesprek"
13,"Werk","heilloze"
13,"Werk","hoger"
13,"Werk","in"
13,"Werk","instroom"
13,"Werk","langer"
13,"Werk","leeftijdscategorie"
13,"Werk","maandenlang"
13,"Werk","mihai"
13,"Werk","ondernemingsraad"
13,"Werk","ondernemingsraden"
13,"Werk","oost"
13,"Werk","plussers"
13,"Werk","roemeense"
13,"Werk","sociale"
13,"Werk","uwv"
13,"Werk","vrachtwagenchauffeurs"
13,"Werk","weekend"
13,"Werk","werknemers"
13,"Werk","wia"
13,"Werk","zagen"
14,"Infrastructuur","aalst"
14,"Infrastructuur","advies"
